[29Nov2024 00:00:00.302] [Server thread/INFO] [com.willr27.blocklings.Blocklings/]: Creating trees list.
[29Nov2024 00:00:19.632] [Server thread/INFO] [net.minecraftforge.common.AdvancementLoadFix/]: Using new advancement loading for net.minecraft.advancements.PlayerAdvancements@79ced8b5
[29Nov2024 00:00:19.704] [Server thread/INFO] [net.minecraft.server.management.PlayerList/]: ATT_CANNIVAL[/127.97.139.157:41829] logged in with entity id 864 at (470.12545977768156, 112.4407950423101, -140.1728204007834)
[29Nov2024 00:00:19.839] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: ATT_CANNIVAL joined the game
[29Nov2024 00:00:19.846] [Server thread/INFO] [tac/]: PENDING
[29Nov2024 00:00:20.157] [Netty Epoll Server IO #2/ERROR] [net.minecraft.command.arguments.ArgumentTypes/]: Could not serialize chanceCubes.commands.RewardArgument@6ecd4bf7 (class chanceCubes.commands.RewardArgument) - will not be sent to client!
[29Nov2024 00:00:20.158] [Netty Epoll Server IO #2/ERROR] [net.minecraft.command.arguments.ArgumentTypes/]: Could not serialize chanceCubes.commands.RewardArgument@6b32e012 (class chanceCubes.commands.RewardArgument) - will not be sent to client!
[29Nov2024 00:00:20.159] [Netty Epoll Server IO #2/ERROR] [net.minecraft.command.arguments.ArgumentTypes/]: Could not serialize chanceCubes.commands.RewardInfoActionArgument@5b110777 (class chanceCubes.commands.RewardInfoActionArgument) - will not be sent to client!
[29Nov2024 00:00:20.159] [Netty Epoll Server IO #2/ERROR] [net.minecraft.command.arguments.ArgumentTypes/]: Could not serialize chanceCubes.commands.RewardArgument@791d8eec (class chanceCubes.commands.RewardArgument) - will not be sent to client!
[29Nov2024 00:00:20.161] [Netty Epoll Server IO #2/ERROR] [net.minecraft.command.arguments.ArgumentTypes/]: Could not serialize jackiecrazy.wardance.command.SkillArgument@56588ce4 (class jackiecrazy.wardance.command.SkillArgument) - will not be sent to client!
[29Nov2024 00:00:20.162] [Netty Epoll Server IO #2/ERROR] [net.minecraft.command.arguments.ArgumentTypes/]: Could not serialize dev.toma.gunsrpg.common.command.JsonArgumentType@30120839 (class dev.toma.gunsrpg.common.command.JsonArgumentType) - will not be sent to client!
[29Nov2024 00:00:20.163] [Netty Epoll Server IO #2/ERROR] [net.minecraft.command.arguments.ArgumentTypes/]: Could not serialize dev.toma.gunsrpg.common.command.JsonArgumentType@40ed3989 (class dev.toma.gunsrpg.common.command.JsonArgumentType) - will not be sent to client!
[29Nov2024 00:00:20.163] [Netty Epoll Server IO #2/ERROR] [net.minecraft.command.arguments.ArgumentTypes/]: Could not serialize dev.toma.gunsrpg.common.command.JsonArgumentType@393481b8 (class dev.toma.gunsrpg.common.command.JsonArgumentType) - will not be sent to client!
[29Nov2024 00:00:20.172] [Server thread/INFO] [ToolLeveling/]: Sending config to client: 'toolleveling:general'
[29Nov2024 00:00:20.173] [Server thread/INFO] [ToolLeveling/]: Sending config to client: 'toolleveling:item_values'
[29Nov2024 00:00:20.173] [Server thread/INFO] [ToolLeveling/]: Sending config to client: 'toolleveling:commands'
[29Nov2024 00:00:20.176] [Server thread/INFO] [net.mcreator.tmtmcoresandmore.TmtmcoresandmoreMod/]: TmTmc-OresAndMore loaded
[29Nov2024 00:00:20.178] [Server thread/INFO] [STDOUT/]: [net.mcreator.tmtmcoresandmore.procedures.OpenConfigFileProcedure:executeProcedure:72]: enable_welcome: true
[29Nov2024 00:00:20.178] [Server thread/INFO] [STDOUT/]: [net.mcreator.tmtmcoresandmore.procedures.OpenConfigFileProcedure:executeProcedure:73]: welcome_message: Welcome to our server 
[29Nov2024 00:00:20.178] [Server thread/INFO] [STDOUT/]: [net.mcreator.tmtmcoresandmore.procedures.OpenConfigFileProcedure:executeProcedure:74]: enable_all_ores: true
[29Nov2024 00:00:20.179] [Server thread/INFO] [STDOUT/]: [net.mcreator.tmtmcoresandmore.procedures.OpenConfigFileProcedure:executeProcedure:75]: enable_all_ingots: true
[29Nov2024 00:00:20.180] [Server thread/INFO] [STDOUT/]: [net.mcreator.tmtmcoresandmore.procedures.OpenConfigFileProcedure:executeProcedure:76]: enable_all_blocks: true
[29Nov2024 00:00:20.180] [Server thread/INFO] [STDOUT/]: [net.mcreator.tmtmcoresandmore.procedures.OpenConfigFileProcedure:executeProcedure:77]: enable_all_armors: true
[29Nov2024 00:00:20.181] [Server thread/INFO] [STDOUT/]: [net.mcreator.tmtmcoresandmore.procedures.OpenConfigFileProcedure:executeProcedure:78]: enable_all_swords_bows: true
[29Nov2024 00:00:20.181] [Server thread/INFO] [STDOUT/]: [net.mcreator.tmtmcoresandmore.procedures.OpenConfigFileProcedure:executeProcedure:79]: enable_all_foods: true
[29Nov2024 00:00:20.181] [Server thread/INFO] [STDOUT/]: [net.mcreator.tmtmcoresandmore.procedures.OpenConfigFileProcedure:executeProcedure:80]: enable_all_paintings: true
[29Nov2024 00:00:20.181] [Server thread/INFO] [STDOUT/]: [net.mcreator.tmtmcoresandmore.procedures.OpenConfigFileProcedure:executeProcedure:81]: enable_all_poisons: true
[29Nov2024 00:00:20.182] [Server thread/INFO] [STDOUT/]: [net.mcreator.tmtmcoresandmore.procedures.OpenConfigFileProcedure:executeProcedure:82]: enable_all_powders: true
[29Nov2024 00:00:20.182] [Server thread/INFO] [STDOUT/]: [net.mcreator.tmtmcoresandmore.procedures.OpenConfigFileProcedure:executeProcedure:83]: enable_all_tools: true
[29Nov2024 00:00:20.182] [Server thread/INFO] [STDOUT/]: [net.mcreator.tmtmcoresandmore.procedures.OpenConfigFileProcedure:executeProcedure:84]: enable_all_recipes: true
[29Nov2024 00:00:20.182] [Server thread/INFO] [STDOUT/]: [net.mcreator.tmtmcoresandmore.procedures.OpenConfigFileProcedure:executeProcedure:85]: enable_all_advancements: true
[29Nov2024 00:00:20.234] [Server thread/INFO] [io.github.lightman314.lightmanscurrency.LightmansCurrency/]: Reloading ATM Data
[29Nov2024 00:00:20.297] [Server thread/INFO] [structurize/]: New Server UUID 19b458ed-ae09-4eec-814e-3164a5e78aad
[29Nov2024 00:00:20.432] [Thread-13/INFO] [chancecubes/]: No custom rewards detected for the current user!
[29Nov2024 00:00:20.838] [Server thread/INFO] [com.alrex.parcool.ParCool/]: Limitation of fc7b24d9-b9a0-37fe-a22c-1653103fa143 was loaded
[29Nov2024 00:03:18.894] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2200, l='ServerLevel[world]', x=565.00, y=58.00, z=-166.00]
[29Nov2024 00:03:18.927] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2269, l='ServerLevel[world]', x=554.00, y=52.00, z=-183.00]
[29Nov2024 00:03:18.928] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2270, l='ServerLevel[world]', x=577.00, y=48.00, z=-170.00]
[29Nov2024 00:03:18.928] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2271, l='ServerLevel[world]', x=555.00, y=51.00, z=-210.00]
[29Nov2024 00:03:18.929] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2272, l='ServerLevel[world]', x=555.00, y=55.00, z=-178.00]
[29Nov2024 00:03:18.929] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2273, l='ServerLevel[world]', x=556.00, y=45.00, z=-191.00]
[29Nov2024 00:03:18.930] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2274, l='ServerLevel[world]', x=617.00, y=60.00, z=-173.00]
[29Nov2024 00:03:18.930] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2275, l='ServerLevel[world]', x=599.00, y=52.00, z=-225.00]
[29Nov2024 00:03:18.931] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2276, l='ServerLevel[world]', x=565.00, y=42.00, z=-215.00]
[29Nov2024 00:03:18.932] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2277, l='ServerLevel[world]', x=602.00, y=59.00, z=-163.00]
[29Nov2024 00:03:18.932] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Wheat Seeds'/2278, l='ServerLevel[world]', x=576.35, y=68.62, z=-193.49]
[29Nov2024 00:03:18.933] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2279, l='ServerLevel[world]', x=605.00, y=51.00, z=-187.00]
[29Nov2024 00:03:18.933] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2280, l='ServerLevel[world]', x=570.00, y=46.00, z=-185.00]
[29Nov2024 00:03:18.934] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2281, l='ServerLevel[world]', x=608.00, y=56.00, z=-201.00]
[29Nov2024 00:03:18.935] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2282, l='ServerLevel[world]', x=603.00, y=55.00, z=-228.00]
[29Nov2024 00:03:18.935] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2283, l='ServerLevel[world]', x=573.00, y=57.00, z=-185.00]
[29Nov2024 00:03:18.936] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2284, l='ServerLevel[world]', x=625.00, y=54.00, z=-200.00]
[29Nov2024 00:03:18.936] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Poppy'/2285, l='ServerLevel[world]', x=566.69, y=64.38, z=-223.71]
[29Nov2024 00:03:18.937] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2286, l='ServerLevel[world]', x=624.00, y=56.00, z=-191.00]
[29Nov2024 00:03:18.938] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2287, l='ServerLevel[world]', x=621.00, y=57.00, z=-202.00]
[29Nov2024 00:03:18.940] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2288, l='ServerLevel[world]', x=608.00, y=52.00, z=-211.00]
[29Nov2024 00:03:18.941] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2289, l='ServerLevel[world]', x=570.00, y=45.00, z=-191.00]
[29Nov2024 00:03:18.942] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2290, l='ServerLevel[world]', x=576.00, y=43.00, z=-195.00]
[29Nov2024 00:03:18.943] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Wheat Seeds'/2291, l='ServerLevel[world]', x=558.71, y=64.68, z=-218.49]
[29Nov2024 00:03:18.945] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Poppy'/2292, l='ServerLevel[world]', x=587.66, y=64.33, z=-219.33]
[29Nov2024 00:03:18.946] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2293, l='ServerLevel[world]', x=588.00, y=51.00, z=-207.00]
[29Nov2024 00:03:18.947] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2294, l='ServerLevel[world]', x=580.00, y=40.00, z=-200.00]
[29Nov2024 00:03:18.949] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2295, l='ServerLevel[world]', x=556.00, y=43.00, z=-201.00]
[29Nov2024 00:03:18.950] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2296, l='ServerLevel[world]', x=566.00, y=41.00, z=-194.00]
[29Nov2024 00:03:18.951] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2297, l='ServerLevel[world]', x=602.00, y=48.00, z=-237.00]
[29Nov2024 00:03:18.952] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2298, l='ServerLevel[world]', x=594.00, y=40.00, z=-190.00]
[29Nov2024 00:03:18.953] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2299, l='ServerLevel[world]', x=617.00, y=61.00, z=-174.00]
[29Nov2024 00:03:18.954] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2300, l='ServerLevel[world]', x=585.00, y=58.00, z=-200.00]
[29Nov2024 00:03:18.955] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2301, l='ServerLevel[world]', x=608.00, y=57.00, z=-201.00]
[29Nov2024 00:03:18.956] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2302, l='ServerLevel[world]', x=583.00, y=47.00, z=-223.00]
[29Nov2024 00:03:18.956] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Garlic'/2303, l='ServerLevel[world]', x=590.45, y=66.54, z=-240.35]
[29Nov2024 00:03:18.957] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2304, l='ServerLevel[world]', x=557.00, y=47.00, z=-213.00]
[29Nov2024 00:03:18.957] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Poppy'/2305, l='ServerLevel[world]', x=585.57, y=65.57, z=-217.68]
[29Nov2024 00:03:18.957] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2306, l='ServerLevel[world]', x=618.00, y=60.00, z=-209.00]
[29Nov2024 00:03:18.957] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Peony'/2307, l='ServerLevel[world]', x=624.35, y=66.27, z=-207.41]
[29Nov2024 00:03:18.957] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2308, l='ServerLevel[world]', x=576.00, y=43.00, z=-194.00]
[29Nov2024 00:03:18.958] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2309, l='ServerLevel[world]', x=608.00, y=68.00, z=-218.00]
[29Nov2024 00:03:18.958] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Poppy'/2310, l='ServerLevel[world]', x=586.62, y=66.57, z=-214.53]
[29Nov2024 00:03:18.958] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Piper'/2311, l='ServerLevel[world]', x=606.28, y=74.61, z=-198.69]
[29Nov2024 00:03:18.958] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2312, l='ServerLevel[world]', x=626.00, y=54.00, z=-200.00]
[29Nov2024 00:03:18.958] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2313, l='ServerLevel[world]', x=610.00, y=51.00, z=-220.00]
[29Nov2024 00:03:18.959] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2314, l='ServerLevel[world]', x=577.00, y=50.00, z=-224.00]
[29Nov2024 00:03:18.959] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2315, l='ServerLevel[world]', x=618.00, y=62.00, z=-237.00]
[29Nov2024 00:03:18.959] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2316, l='ServerLevel[world]', x=592.00, y=53.00, z=-164.00]
[29Nov2024 00:03:18.959] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2317, l='ServerLevel[world]', x=560.00, y=51.00, z=-176.00]
[29Nov2024 00:03:18.959] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2318, l='ServerLevel[world]', x=605.00, y=65.00, z=-188.00]
[29Nov2024 00:03:18.960] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2319, l='ServerLevel[world]', x=597.00, y=44.00, z=-231.00]
[29Nov2024 00:03:18.960] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2320, l='ServerLevel[world]', x=563.00, y=59.00, z=-237.00]
[29Nov2024 00:03:18.962] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Wheat Seeds'/2321, l='ServerLevel[world]', x=547.32, y=63.27, z=-193.72]
[29Nov2024 00:03:18.962] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2322, l='ServerLevel[world]', x=562.00, y=59.00, z=-236.00]
[29Nov2024 00:03:18.962] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2323, l='ServerLevel[world]', x=576.00, y=57.00, z=-182.00]
[29Nov2024 00:03:18.963] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2324, l='ServerLevel[world]', x=574.00, y=58.00, z=-220.00]
[29Nov2024 00:03:18.963] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Poppy'/2325, l='ServerLevel[world]', x=565.60, y=64.69, z=-218.54]
[29Nov2024 00:03:18.964] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2326, l='ServerLevel[world]', x=588.00, y=42.00, z=-178.00]
[29Nov2024 00:03:18.964] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Peony'/2327, l='ServerLevel[world]', x=626.49, y=64.43, z=-197.54]
[29Nov2024 00:03:18.964] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2328, l='ServerLevel[world]', x=598.00, y=44.00, z=-202.00]
[29Nov2024 00:03:18.965] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2329, l='ServerLevel[world]', x=595.00, y=40.00, z=-210.00]
[29Nov2024 00:03:18.965] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2330, l='ServerLevel[world]', x=618.00, y=52.00, z=-222.00]
[29Nov2024 00:03:18.966] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2331, l='ServerLevel[world]', x=589.00, y=44.00, z=-227.00]
[29Nov2024 00:03:18.966] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2332, l='ServerLevel[world]', x=571.00, y=42.00, z=-225.00]
[29Nov2024 00:03:18.966] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2333, l='ServerLevel[world]', x=596.00, y=61.00, z=-238.00]
[29Nov2024 00:03:18.967] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2334, l='ServerLevel[world]', x=585.00, y=47.00, z=-188.00]
[29Nov2024 00:03:18.967] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2335, l='ServerLevel[world]', x=567.00, y=60.00, z=-167.00]
[29Nov2024 00:03:18.967] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2336, l='ServerLevel[world]', x=583.00, y=42.00, z=-216.00]
[29Nov2024 00:03:18.968] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2337, l='ServerLevel[world]', x=606.00, y=51.00, z=-186.00]
[29Nov2024 00:03:18.968] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Lilac'/2338, l='ServerLevel[world]', x=590.27, y=66.59, z=-232.50]
[29Nov2024 00:03:18.969] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2339, l='ServerLevel[world]', x=592.00, y=61.00, z=-198.00]
[29Nov2024 00:03:18.969] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Salt'/2340, l='ServerLevel[world]', x=561.30, y=48.43, z=-222.51]
[29Nov2024 00:03:18.969] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2341, l='ServerLevel[world]', x=583.00, y=43.00, z=-221.00]
[29Nov2024 00:03:18.970] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2342, l='ServerLevel[world]', x=598.00, y=52.00, z=-226.00]
[29Nov2024 00:03:18.971] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2343, l='ServerLevel[world]', x=577.00, y=49.00, z=-224.00]
[29Nov2024 00:03:18.971] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2344, l='ServerLevel[world]', x=599.00, y=55.00, z=-187.00]
[29Nov2024 00:03:18.971] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2345, l='ServerLevel[world]', x=622.00, y=55.00, z=-177.00]
[29Nov2024 00:03:18.972] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Peony'/2347, l='ServerLevel[world]', x=627.59, y=65.42, z=-205.30]
[29Nov2024 00:03:18.972] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2348, l='ServerLevel[world]', x=580.00, y=51.00, z=-203.00]
[29Nov2024 00:03:18.972] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2349, l='ServerLevel[world]', x=574.00, y=42.00, z=-208.00]
[29Nov2024 00:03:18.972] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2350, l='ServerLevel[world]', x=568.00, y=60.00, z=-166.00]
[29Nov2024 00:03:18.973] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2351, l='ServerLevel[world]', x=622.00, y=59.00, z=-233.00]
[29Nov2024 00:03:18.973] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Wheat Seeds'/2352, l='ServerLevel[world]', x=623.71, y=67.54, z=-209.70]
[29Nov2024 00:03:18.973] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2353, l='ServerLevel[world]', x=587.00, y=53.00, z=-191.00]
[29Nov2024 00:03:18.973] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2354, l='ServerLevel[world]', x=603.00, y=57.00, z=-226.00]
[29Nov2024 00:03:18.974] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2355, l='ServerLevel[world]', x=578.00, y=57.00, z=-220.00]
[29Nov2024 00:03:18.974] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2356, l='ServerLevel[world]', x=606.00, y=45.00, z=-178.00]
[29Nov2024 00:03:18.974] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2357, l='ServerLevel[world]', x=556.00, y=44.00, z=-201.00]
[29Nov2024 00:03:18.975] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2358, l='ServerLevel[world]', x=570.00, y=56.00, z=-186.00]
[29Nov2024 00:03:18.975] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2359, l='ServerLevel[world]', x=611.00, y=45.00, z=-210.00]
[29Nov2024 00:03:18.975] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2360, l='ServerLevel[world]', x=598.00, y=46.00, z=-176.00]
[29Nov2024 00:03:18.975] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2361, l='ServerLevel[world]', x=572.00, y=53.00, z=-207.00]
[29Nov2024 00:03:18.976] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2362, l='ServerLevel[world]', x=577.00, y=58.00, z=-181.00]
[29Nov2024 00:03:18.976] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Poppy'/2363, l='ServerLevel[world]', x=586.69, y=64.75, z=-220.41]
[29Nov2024 00:03:18.976] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2364, l='ServerLevel[world]', x=556.00, y=56.00, z=-197.00]
[29Nov2024 00:03:18.976] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2365, l='ServerLevel[world]', x=626.00, y=52.00, z=-201.00]
